DESPACHO CIFRADO;OPERACION;DESTINACION;REGIMEN;OFICIALIZACION;CANCELACION;AÑO;MES;ADUANA;COTIZACION;MEDIO TRANSPORTE;CANAL;ITEM;PAIS ORIGEN;PAIS PROCEDENCIA/DESTINO;USO;UNIDAD MEDIDA ESTADISTICA;CANTIDAD ESTADISTICA;KILO NETO;KILO BRUTO;FOB DOLAR;FLETE DOLAR;SEGURO DOLAR;IMPONIBLE DOLAR;IMPONIBLE GS;AJUSTE A INCLUIR;AJUSTE A DEDUCIR;POSICION;RUBRO;DESC CAPITULO;DESC POSICION;DESC PARTIDA;MERCADERIA;MARCA ITEM;ACUERDO;DERECHO;ISC;SERVICIO;RENTA;IVA;OTROS;TOTAL
"26DA000000122025";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"16/03/2026";"16/03/2026";"2026";"MARZO";"CAACUPEMI";6499.04;"CAMION";"V";1;"AR - ARGENTINA";"AR - ARGENTINA";"NUEVO";"KILOGRAMO";27000;27000;27000;36720;3909.09;367.2;40996.29;266436528.56;0;0;"3907.50.10.000V";"PLASTICOS Y SUS MANUFACTURAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS.    -Resinas alc¿dicas.       En las formas previstas en la Nota 6a) de ¿ste\n   Cap¿tulo.";"POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. ";"RESINAS ALCIDICAS. CRI. TEC. LEG. R.G.I. 1 Y 6. SE TRATA DE: ALQ. MEDIA GIRASOL YGM52/46";"CRILEN S.A.";"MERCOSUR";0;0;1332183;0;26776871;1071075;29180129
"26DA000000122242";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"12/03/2026";"17/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6480.18;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";3000000;32380;32380;11478.71;825.69;0;12438.28;80602310.04;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA EN GRANOS CLASE DE COLOR I-AMARILLA, ZAFRA 2026, DEL GRUPO DE CALIDAD II-A GRANEL.-";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122243";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"15/03/2026";"17/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";3000000;31370;31370;11120.66;799.93;0;12015.33;78088089.71;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA EN GRANOS CLASE DE COLOR I-AMARILLA, ZAFRA 2026, DEL GRUPO DE CALIDAD II-A GRANEL.-";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122244";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"15/03/2026";"17/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";3000000;30680;30680;10876.06;782.34;0;11751.05;76370564.29;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA EN GRANOS CLASE DE COLOR I-AMARILLA, ZAFRA 2026, DEL GRUPO DE CALIDAD II-A GRANEL.-";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122245";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"11/03/2026";"17/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6498.1;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;31000;31000;6975;0;0;7211.7;46862374.5;0;0;"1006.20.20.000T";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  ARROZ.    -Arroz descascarillado (arroz cargo o arroz\n pardo).       No parboilizado.";"ARROZ. ";"ARROZ DESCASCARADO CARGO (ESBRAMADO) A GRANEL NO PARBOLIZADO ZAFRA 2025/2026.-";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122246";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"14/03/2026";"17/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";315000;31500;31531.5;9922.5;0;0;10001.36;64999221.53;0;0;"1006.30.21.000P";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  ARROZ.    -Arroz semiblanqueado o blanqueado, incluso\n pulido o glaseado.    No parboilizado.       Pulido o glaseado";"ARROZ. ";"ARROZ BLANCO PULIDO TIPO 1 NO PARBOLIZADO CON MAXIMO DE 7,5% DE GRANOS QUEBRADOS  EN BIG BAGS DE 1.500 KG C/ UNO SAFRA 2025 INDUSTRIA PARAGUAYA.-";"EL PAIS";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122247";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"14/03/2026";"17/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";315000;31500;31531.5;9922.5;0;0;10001.36;64999221.53;0;0;"1006.30.21.000P";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  ARROZ.    -Arroz semiblanqueado o blanqueado, incluso\n pulido o glaseado.    No parboilizado.       Pulido o glaseado";"ARROZ. ";"ARROZ BLANCO PULIDO TIPO 1 NO PARBOLIZADO CON MAXIMO DE 7,5% DE GRANOS QUEBRADOS  EN BIG BAGS DE 1.500 KG C/ UNO SAFRA 2025 INDUSTRIA PARAGUAYA.-";"EL PAIS";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122248";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"16/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;32770;32770;6685.08;1507.42;0;8191.32;53235684.25;0;0;"1001.99.00.000M";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  TRIGO Y MORCAJO (TRANQUILLON). - Los dem¿s:\r\n  - Los dem¿s:\r\n     - - Los dem¿s\r\n";"TRIGO Y MORCAJO (TRANQUILLON). - Los dem¿s:\r\n";"TRIGO PARAGUAYO EN GRANOS COMUN (TRITICUM AESTIVUM) A GRANEL COMERCIAL SEMI-DURO SAFRA 2025.-";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122249";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"16/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;32220;32220;11373.66;869.94;0;12236.4;79524875.6;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"LAS DEM?S EN: SOJA EN GRANOS A GRANEL";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122250";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"16/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;31640;31640;11168.92;854.28;0;12016.13;78093329.1;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"LAS DEM?S EN: SOJA EN GRANOS A GRANEL";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122251";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"16/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";3500000;32270;32270;6389.46;1000.37;0;7445.49;48388532.95;0;0;"1001.99.00.000M";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  TRIGO Y MORCAJO (TRANQUILLON). - Los dem¿s:\r\n  - Los dem¿s:\r\n     - - Los dem¿s\r\n";"TRIGO Y MORCAJO (TRANQUILLON). - Los dem¿s:\r\n";"TRIGO COMUN (TRITICUM AESTIVUM) EN GRANOS A GRANEL, TIPO EXPORTACION, SEMIDURO, PRODUCCION PARAGUAYA, ZAFRA 2025.-";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122252";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"16/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;32900;32900;6777.4;987;0;7741.87;50314709.59;0;0;"1001.99.00.000M";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  TRIGO Y MORCAJO (TRANQUILLON). - Los dem¿s:\r\n  - Los dem¿s:\r\n     - - Los dem¿s\r\n";"TRIGO Y MORCAJO (TRANQUILLON). - Los dem¿s:\r\n";"TRIGO EN GRANOS A GRANEL ZAFRA 2025 COMUN (TRITICUM AESTIVUM) SEMI-DURO, PARA INDUSTRIALIZACION, PARAGUAYO. MARCA: SIN MARCA, IMPUREZA MAX. 1%, HUMEDAD MAX. 13%, TRIGUILLO MAX. 1%";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122253";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"13/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6457.36;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";945000;31150;31150;6853;2429.7;0;9299.33;60049136.51;0;0;"1006.20.20.000T";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  ARROZ.    -Arroz descascarillado (arroz cargo o arroz\n pardo).       No parboilizado.";"ARROZ. ";"ARROZ DESCASCARADO CARGO ESBRAMADO, NO PARBOLIZADO VARIEDAD LARGO FINO, A GRANEL, ZAFRA 2026.-";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122254";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"12/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6480.18;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;30190;30190;8453.2;0;0;8450.36;54759829.6;0;0;"1006.20.20.000T";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  ARROZ.    -Arroz descascarillado (arroz cargo o arroz\n pardo).       No parboilizado.";"ARROZ. ";"ARROZ DESCASCARADO CARGO ESBRAMADO A GRANEL NO PARBOLIZADO COM RENDIMENTO ENTRE 71% A 72% DE GRANOS ENTEROS ZAFRA 2025/2026 INDUSTRIA PARAGUAYA.-";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122255";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"16/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6499.04;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;15110;15110;5409.38;876.38;0;6247.98;40605883.88;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA PARAGUAYA (CLASE AMARILLA) EN GRANOS  A GRANEL, ZAFRA 2025/2026.-";"SIN MARCA";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122256";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"13/03/2026";"18/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6457.36;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;32940;32940;11561.94;1581.12;32.94;13360.93;86276316.24;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA PARAGUAYA EN GRANOS, A GRANEL, COLOR AMARILLO, TIPO PADRON BASICO ZAFRA 2025/2026";"CARGILL";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122467";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"11/03/2026";"19/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6498.1;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;31400;31400;11178.4;1884;0;12979.2;84340128.7;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA PARAGUAY (CLASE AMARILLA) EN GRANOS A GRANEL ZAFRA 2025/2026";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122468";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"11/03/2026";"19/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6498.1;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;31500;31500;11214;1890;0;13020.53;84608727.84;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA PARAGUAY (CLASE AMARILLA) EN GRANOS A GRANEL ZAFRA 2025/2026";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122469";"EXPORTACION";"EC01";"EXPORTACION A CONSUMO";"27/02/2026";"19/03/2026";"2026";"MARZO";"TER. DE CARGAS KM.12";6456.71;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1000000;1000000;1000000;356000;60000;0;416000;2685991360;0;0;"1201.90.00.000T";"SOJA";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES";"CAPITULO 12 SEMILLAS Y FRUTOS OLEAGINOSOS; SEMILLAS Y FRUTOS  DIVERSOS; PLANTAS INDUSTRIALES O MEDICINALES; PAJA Y FORRAJES          Las dem¿s";" ";"SOJA PARAGUAY (CLASE AMARILLA) EN GRANOS A GRANEL ZAFRA 2025/2026";"SIN MARCA";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";2998.36;2998.362;3603.212;19189.51;198.27;28.78;19416.56;125587669.24;0;0;"6004.10.42.000V";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01.    -Con un contenido de hilados de elast¿meros superior o igual al 5 % en peso, sin hilos de caucho    De fibras artificiales       Te¿idos";"TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01. ";"TEJIDO DE VISCOSA CON ELASTANO Y POLIESTER - TE¿IDO .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";9;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";12218.82;12218.823;12218.823;72684.47;750.96;109.03;73544.46;475690715.39;0;0;"6006.42.00.000U";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  LOS DEM¿S TEJIDOS DE PUNTO. -De fibras artiiciales:  -De fibras artiiciales:     -- Te¿idos\r\n";"LOS DEM¿S TEJIDOS DE PUNTO. -De fibras artiiciales:";"MALHA VISCOSE (TE¿IDO) .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";3;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";52.78;52.781;52.781;357.32;3.69;0.54;361.55;2338530.71;0;0;"6004.10.11.000H";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01.    -Con un contenido de hilados de elast¿meros superior o igual al 5 % en peso, sin hilos de caucho    De algod¿n       Crudos o blanqueados";"TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01. ";"TEJIDO DE ALGOD¿N CON ELASTANO - (BLANCO O BLANQUEADO) .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";2;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";32.8;32.801;32.801;222.06;2.29;0.33;224.68;1453245.96;0;0;"6004.10.12.000Q";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01.    -Con un contenido de hilados de elast¿meros superior o igual al 5 % en peso, sin hilos de caucho    De algod¿n       Te¿idos";"TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01. ";"TEJIDO DE ALGOD¿N CON ELASTANO - TE¿IDO\t\t  .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";6;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";655.74;655.744;655.744;3962.95;40.94;5.94;4009.83;25935861.14;0;0;"6004.10.41.000M";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01.    -Con un contenido de hilados de elast¿meros superior o igual al 5 % en peso, sin hilos de caucho    De fibras artificiales       Crudos o blanqueados";"TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01. ";"MALHA VISCOSE (BLANCO Y OFF WHITE) .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";4;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";4.42;4.418;4.418;30.75;0.32;0.05;31.12;201286.33;0;0;"6006.22.00.000Q";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  LOS DEM¿S TEJIDOS DE PUNTO. -De algod¿n:  -De algod¿n:     -- Te¿idos\r\n";"LOS DEM¿S TEJIDOS DE PUNTO. -De algod¿n:";"MALHA ALGOD¿N (TE¿IDO)\t\t\t\t\t .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
"26DA000000122470";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"18/03/2026";"19/03/2026";"2026";"MARZO";"CAMPESTRE S.A.";6468.07;"CAMION";"V";5;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"METROS";7816.23;7816.227;7816.227;48154.64;497.52;72.23;48724.39;315152765.23;0;0;"6004.10.42.000V";"MANUFACTURAS DE TEJIDOS ( PRENDAS Y COMPLEMENTOS DE VESTIR)";"CAPITULO 60  GENEROS DE PUNTO";"CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01.    -Con un contenido de hilados de elast¿meros superior o igual al 5 % en peso, sin hilos de caucho    De fibras artificiales       Te¿idos";"TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DE\nELAST¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOS\nDE LA PARTIDA 60.01. ";"MALHA VISCOSE (TE¿IDO) .";"LUNELLI";"MERCOSUR";0;0;0;0;0;0;0
