DESPACHO CIFRADO;OPERACION;DESTINACION;REGIMEN;OFICIALIZACION;CANCELACION;AÑO;MES;ADUANA;COTIZACION;MEDIO TRANSPORTE;CANAL;ITEM;PAIS ORIGEN;PAIS PROCEDENCIA/DESTINO;USO;UNIDAD MEDIDA ESTADISTICA;CANTIDAD ESTADISTICA;KILO NETO;KILO BRUTO;FOB DOLAR;FLETE DOLAR;SEGURO DOLAR;IMPONIBLE DOLAR;IMPONIBLE GS;AJUSTE A INCLUIR;AJUSTE A DEDUCIR;POSICION;RUBRO;DESC CAPITULO;DESC POSICION;DESC PARTIDA;MERCADERIA;MARCA ITEM;ACUERDO;DERECHO;ISC;SERVICIO;RENTA;IVA;OTROS;TOTAL
"26DA000000122699";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"AEROP. PETTIROSSI";6487.88;"AVION";"V";4;"CN - CHINA";"CN - CHINA";"NUEVO";"UNIDAD";30;188;255;30011.7;5447.73;300.11;35759.54;232003605;0;0;"8517.62.34.000W";"INFORMATICA Y TELECOMUNICACIONES";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  TEL¿FONOS, INCLUIDOS LOS TEL¿FONOS CELULARES (M¿VILES)* Y LOS DE OTRAS REDES INAL¿MBRICAS; LOS DEM¿S APARATOS DE TRANSMISI¿N O RECEPCI¿N DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACI¿N EN RED CON O SIN 84.43, 85.25, 85.27 U 85.28 - Los dem¿s aparatos de transmisi¿n o recepci¿n de voz, imagen u otros datos, incluidos los de comunicaci¿n en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN))  - Los dem¿s aparatos de transmisi¿n o recepci¿n de voz, imagen u otros datos, incluidos los de comunicaci¿n en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)) - - Aparatos para la recepci¿n, conversi¿n y transmisi¿n o regeneraci¿n de voz, imagen u otros datos, incluidos los de conmutaci¿n o encaminamiento (¿switching and routing apparatus¿)   Los dem¿s aparatos de conmutaci¿n   Aparatos para conmutaci¿n de paquetes de datos (¿switches¿)";"TEL¿FONOS, INCLUIDOS LOS TEL¿FONOS CELULARES (M¿VILES)* Y LOS DE OTRAS REDES INAL¿MBRICAS; LOS DEM¿S APARATOS DE TRANSMISI¿N O RECEPCI¿N DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACI¿N EN RED CON O SIN 84.43, 85.25, 85.27 U 85.28 - Los dem¿s aparatos de transmisi¿n o recepci¿n de voz, imagen u otros datos, incluidos los de comunicaci¿n en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN))";"30) UNIDADES DE H3C S5560X-30C-PWR-EI L3 ETHERNET SWITCH WITH 24*10/100/1000BASE-T PORTS,4*10G/1G BASE-X SFP+ PORTS AND 1*SLOT,POE,WITHOUT POWER SUPPLIES";"H3C";"SIN ACUERDO";4640072;2378037;1160018;0;24018173;960727;33157027
"26DA000000122699";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"AEROP. PETTIROSSI";6487.88;"AVION";"V";1;"CN - CHINA";"CN - CHINA";"NUEVO";"UNIDAD";4;0.72;3;1.52;0.27;0.01;1.8;11679;0;0;"8544.20.00.000M";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPROD";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMAS\nCONDUCTORES AISLADOS PARA ELECTRICIDAD, AUNQUE\nESTEN LAQUEADOS; ANODIZADOS O LLEVEN PIEZAS DE\nCONEXION; CABLES DE FIBRAS OPTICAS CONSTITUIDOS\nPOR FIBRAS ENFUNDADAS INDIVIDUALMENTE, INCLUSO\nPROVISTOS DE CONDUCTORES ELECTRICOS O CON PIEZAS\nDE CONEXION INCORPORADAS.        -Cables y dem¿s conductores el¿ctricos,\n coaxiales.";"HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMAS\nCONDUCTORES AISLADOS PARA ELECTRICIDAD, AUNQUE\nESTEN LAQUEADOS; ANODIZADOS O LLEVEN PIEZAS DE\nCONEXION; CABLES DE FIBRAS OPTICAS CONSTITUIDOS\nPOR FIBRAS ENFUNDADAS INDIVIDUALMENTE, INCLUSO\nPROVISTOS DE CONDUCTORES ELECTRICOS O CON PIEZAS\nDE CONEXION INCORPORADAS. ";"4) UNIDADES DE CORD,2.0M,1.0MM^2,BLACK,C14C(3P)STM 250V10A,227 IEC 53(RVV)&H05VV- F&SJT,C13,CCC/UL/EU/KC AC JUMPER";"H3C";"SIN ACUERDO";701;0;58;0;1244;50;2053
"26DA000000122699";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"AEROP. PETTIROSSI";6487.88;"AVION";"V";5;"CN - CHINA";"CN - CHINA";"NUEVO";"UNIDAD";2;5;9;5405.82;981.29;54.08;6441.19;41789668;0;0;"8517.62.34.000W";"INFORMATICA Y TELECOMUNICACIONES";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  TEL¿FONOS, INCLUIDOS LOS TEL¿FONOS CELULARES (M¿VILES)* Y LOS DE OTRAS REDES INAL¿MBRICAS; LOS DEM¿S APARATOS DE TRANSMISI¿N O RECEPCI¿N DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACI¿N EN RED CON O SIN 84.43, 85.25, 85.27 U 85.28 - Los dem¿s aparatos de transmisi¿n o recepci¿n de voz, imagen u otros datos, incluidos los de comunicaci¿n en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN))  - Los dem¿s aparatos de transmisi¿n o recepci¿n de voz, imagen u otros datos, incluidos los de comunicaci¿n en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)) - - Aparatos para la recepci¿n, conversi¿n y transmisi¿n o regeneraci¿n de voz, imagen u otros datos, incluidos los de conmutaci¿n o encaminamiento (¿switching and routing apparatus¿)   Los dem¿s aparatos de conmutaci¿n   Aparatos para conmutaci¿n de paquetes de datos (¿switches¿)";"TEL¿FONOS, INCLUIDOS LOS TEL¿FONOS CELULARES (M¿VILES)* Y LOS DE OTRAS REDES INAL¿MBRICAS; LOS DEM¿S APARATOS DE TRANSMISI¿N O RECEPCI¿N DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACI¿N EN RED CON O SIN 84.43, 85.25, 85.27 U 85.28 - Los dem¿s aparatos de transmisi¿n o recepci¿n de voz, imagen u otros datos, incluidos los de comunicaci¿n en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN))";"2) UNIDADES DE H3C S6530X-48X8C L3 ETHERNET SWITCH WITH 48*SFP+ PORTS,8*QSFP28 PORTS,WITHOUT POWER SUPPLIES";"H3C";"SIN ACUERDO";835793;428344;208948;0;4326275;173051;5972411
"26DA000000122699";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"AEROP. PETTIROSSI";6487.88;"AVION";"V";2;"CN - CHINA";"CN - CHINA";"NUEVO";"UNIDAD";60;0.72;16;442.8;80.37;4.42;527.59;3422940;0;0;"8544.20.00.000M";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPROD";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.";"CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMAS\nCONDUCTORES AISLADOS PARA ELECTRICIDAD, AUNQUE\nESTEN LAQUEADOS; ANODIZADOS O LLEVEN PIEZAS DE\nCONEXION; CABLES DE FIBRAS OPTICAS CONSTITUIDOS\nPOR FIBRAS ENFUNDADAS INDIVIDUALMENTE, INCLUSO\nPROVISTOS DE CONDUCTORES ELECTRICOS O CON PIEZAS\nDE CONEXION INCORPORADAS.        -Cables y dem¿s conductores el¿ctricos,\n coaxiales.";"HILOS, CABLES (INCLUIDOS LOS COAXIALES) Y DEMAS\nCONDUCTORES AISLADOS PARA ELECTRICIDAD, AUNQUE\nESTEN LAQUEADOS; ANODIZADOS O LLEVEN PIEZAS DE\nCONEXION; CABLES DE FIBRAS OPTICAS CONSTITUIDOS\nPOR FIBRAS ENFUNDADAS INDIVIDUALMENTE, INCLUSO\nPROVISTOS DE CONDUCTORES ELECTRICOS O CON PIEZAS\nDE CONEXION INCORPORADAS. ";"60) UNIDADES DE CORD,2.0M,3*0.75MM^2,BLACK,C14C(3P) STM250V10A,H05RR- F,C15C(3P)STF250V10A,EU";"H3C";"SIN ACUERDO";205376;0;17115;0;364543;14582;601616
"26DA000000122700";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"PAKSA";6487.88;"CAMION";"V";4;"BR - BRASIL";"BR - BRASIL";"NUEVO";"KILOGRAMO";5625;5625;5975;12768.75;737.53;127.68;13633.96;88455496.4;0;0;"3907.91.00.000D";"PLASTICOS Y SUS MANUFACTURAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:  -Los dem¿s poli¿steres:     --No saturados.";"POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:";"NO SATURADOS, EN: (5.625)KG NETO DE POLYLITE 10228-20.";"POLYNT";"MERCOSUR";0;0;442277;0;8889777;355591;9687645
"26DA000000122700";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"PAKSA";6487.88;"CAMION";"V";5;"BR - BRASIL";"BR - BRASIL";"NUEVO";"KILOGRAMO";16875;16875;18600;31218.75;1803.22;312.18;33334.15;216267965.1;0;0;"3907.91.00.000D";"PLASTICOS Y SUS MANUFACTURAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:  -Los dem¿s poli¿steres:     --No saturados.";"POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:";"NO SATURADOS, EN: (16.875)KG NETO DE POLYLITE 10316-10.";"POLYNT";"MERCOSUR";0;0;1081340;0;21734931;869397;23685668
"26DA000000122700";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"PAKSA";6487.88;"CAMION";"V";6;"BR - BRASIL";"BR - BRASIL";"NUEVO";"KILOGRAMO";400;400;426;2132;123.17;21.35;2276.52;14769788.58;0;0;"3907.91.00.000D";"PLASTICOS Y SUS MANUFACTURAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:  -Los dem¿s poli¿steres:     --No saturados.";"POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:";"NO SATURADOS, EN: (400)KG NETO DE NORPOL NGA 20000-S.";"POLYNT";"MERCOSUR";0;0;73849;0;1484364;59375;1617588
"26DA000000122700";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"PAKSA";6487.88;"CAMION";"V";1;"BR - BRASIL";"BR - BRASIL";"NUEVO";"KILOGRAMO";100;100;105.2;587;33.9;5.86;626.76;4066343.67;0;0;"3206.19.90.000K";"COLORANTES Y PINTURAS";"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS";"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  LAS DEMAS MATERIAS COLORANTES; PREPARACIONES A\nQUE SE REFIERE LA NOTA 3 DE ESTE CAPITULO, \nEXCEPTO LAS DE LAS PARTIDAS 3203, 3204 O 3205;\nPRODUCTOS INORGANICOS DE LOS UTILIZADOS COMO LUMINOFOROS, AUNQUE SEAN DE CONSTITUCION\nQUIMICA DEFINIDA. -Pigmentos y preparaciones a base de di¿xido de titanio:  -Pigmentos y preparaciones a base de di¿xido de titanio: --Los dem¿s.       Las dem¿s.";"LAS DEMAS MATERIAS COLORANTES; PREPARACIONES A\nQUE SE REFIERE LA NOTA 3 DE ESTE CAPITULO, \nEXCEPTO LAS DE LAS PARTIDAS 3203, 3204 O 3205;\nPRODUCTOS INORGANICOS DE LOS UTILIZADOS COMO LUMINOFOROS, AUNQUE SEAN DE CONSTITUCION\nQUIMICA DEFINIDA. -Pigmentos y preparaciones a base de di¿xido de titanio:";"LAS DEMAS, EN: (100)KG NETO DE CENTERGEL PNR BRANCO 28017.";"POLYNT";"MERCOSUR";0;0;20332;0;408668;16347;445347
"26DA000000122700";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"PAKSA";6487.88;"CAMION";"V";2;"BR - BRASIL";"BR - BRASIL";"NUEVO";"KILOGRAMO";125;125;131.5;678.75;39.2;6.78;724.73;4701961.27;0;0;"3206.49.90.000C";"COLORANTES Y PINTURAS";"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS";"CAPITULO 32 EXTRACTOS CURTIENTES O TINTOREOS; TANINOS Y SUSDERIVADOS; PIGMENTOS Y DEMAS MATERIAS COLORANTES;  PINTURAS Y BARNICES; MASTIQUES; TINTAS  LAS DEMAS MATERIAS COLORANTES; PREPARACIONES A\nQUE SE REFIERE LA NOTA 3 DE ESTE CAPITULO, \nEXCEPTO LAS DE LAS PARTIDAS 3203, 3204 O 3205;\nPRODUCTOS INORGANICOS DE LOS UTILIZADOS COMO LUMINOFOROS, AUNQUE SEAN DE CONSTITUCION\nQUIMICA DEFINIDA. -Las dem¿s materias colorantes y las dem¿s \n preparaciones:  -Las dem¿s materias colorantes y las dem¿s \n preparaciones: - - Las dem¿s          Las dem¿s";"LAS DEMAS MATERIAS COLORANTES; PREPARACIONES A\nQUE SE REFIERE LA NOTA 3 DE ESTE CAPITULO, \nEXCEPTO LAS DE LAS PARTIDAS 3203, 3204 O 3205;\nPRODUCTOS INORGANICOS DE LOS UTILIZADOS COMO LUMINOFOROS, AUNQUE SEAN DE CONSTITUCION\nQUIMICA DEFINIDA. -Las dem¿s materias colorantes y las dem¿s \n preparaciones:";"LAS DEMAS, EN: (125)KG NETO DE CENTERGEL PNR PRETO 28029..";"POLYNT";"MERCOSUR";0;0;23510;0;472547;18902;514959
"26DA000000122700";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"17/03/2026";"17/03/2026";"2026";"MARZO";"PAKSA";6487.88;"CAMION";"V";3;"BR - BRASIL";"BR - BRASIL";"NUEVO";"KILOGRAMO";220;220;234.3;917.4;52.98;9.17;979.55;6355202.85;0;0;"3907.91.00.000D";"PLASTICOS Y SUS MANUFACTURAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS";"CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:  -Los dem¿s poli¿steres:     --No saturados.";"POLIACETALES, LOS DEMAS POLIESTERES Y RESINAS\nEPOXI, EN FORMAS PRIMARIAS; POLICARBONATOS,RESINAS ALCIDICAS, POLIESTERES ALILICOS Y DEMAS POLIES-\nTERES, EN FORMAS PRIMARIAS. -Los dem¿s poli¿steres:";"NO SATURADOS, EN: (220)KG NETO DE NORPOL GD 20000-S.";"POLYNT";"MERCOSUR";0;0;31776;0;638698;25548;696022
"26DA000000122701";"EXPORTACION";"EFC1";"EXPORTACION COMPLEMENTARIA";"13/03/2026";"17/03/2026";"2026";"MARZO";"SANTA HELENA";6457.36;"CAMION";"V";1;"PY - PARAGUAY";"BR - BRASIL";"NUEVO";"KILOGRAMO";1500000;32700;32700;5643.74;1373.4;13.35;7029.78;45393835.09;0;0;"1005.90.10.000N";"CEREALES (TRIGO, ARROZ, MAIZ Y SORGO)";"CAPITULO 10  CEREALES";"CAPITULO 10  CEREALES  MAIZ.    -Los dem¿s.       En grano";"MAIZ. ";"MAIZ PARAGUAYO EN GRANOS A GRANEL";"S-M";"SIN ACUERDO";0;0;0;0;0;0;0
"26DA000000122907";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"18/03/2026";"18/03/2026";"2026";"MARZO";"CIUDAD DEL ESTE";6468.07;"CAMION";"R";1;"BR - BRASIL";"BR - BRASIL";"NUEVO";"UNIDAD";1;9059;9059;25512;1200;255;26967;174424443.69;0;0;"8716.39.00.000X";"VEHICULOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS";"CAPITULO 87 VEHICULOS AUTOMOVILES, TRACTORES, CICLOS Y DEMAS  VEHICULOS TERRESTRES, SUS PARTES Y ACCESORIOS  REMOLQUES Y SEMIRREMOLQUES PARA CUALQUIER \nVEHICULO; LOS DEMAS VEHICULOS NO AUTOMOVILES;\nSUS PARTES. -Los dem¿s remolques y semirremolques para el\n transporte de mercanc¿as.  -Los dem¿s remolques y semirremolques para el\n transporte de mercanc¿as.     --Los dem¿s";"REMOLQUES Y SEMIRREMOLQUES PARA CUALQUIER \nVEHICULO; LOS DEMAS VEHICULOS NO AUTOMOVILES;\nSUS PARTES. -Los dem¿s remolques y semirremolques para el\n transporte de mercanc¿as.";"01 UNIDAD DE SEMIRREMOLQUE LONADO MARCA VIDEIRA MODELO 3EAG ANIO DE FABRICACION 2026 ANIO MODELO 2026";"VIDEIRA";"AAP.CE 74";0;0;872122;0;17529657;701186;19102965
"26DA000000122908";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"12/03/2026";"18/03/2026";"2026";"MARZO";"PTO SEGURO FLUVIAL";6480.18;"ACUATICO";"V";3;"CN - CHINA";"CN - CHINA";"NUEVO";"KILOGRAMO";248660;248660;248660;126729.02;27828.72;854.78;155412.52;1007101104;0;0;"7208.37.00.000Y";"FUNDICION DE HIERRO Y ACERO";"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.";"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO\nSIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm.,\nLAMINADOS EN CALIENTE, SIN CHAPAR NI REVESTIR. -Los dem¿s, enrollados, simplemente laminados en caliente:  -Los dem¿s, enrollados, simplemente laminados en caliente:     --De espesor superior o igual a 4,75 mm pero inferior o igual a 10 mm";"PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO\nSIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm.,\nLAMINADOS EN CALIENTE, SIN CHAPAR NI REVESTIR. -Los dem¿s, enrollados, simplemente laminados en caliente:";"DE ESPESOR SUPERIOR O IGUAL A 4,75 MM PERO INFERIOR O IGUAL A 10 MM; EN: BOBINA DE ACERO LAMINADO EN CALIENTE";"";"SIN ACUERDO";0;0;5035506;0;101213661;4048546;110297713
"26DA000000122908";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"12/03/2026";"18/03/2026";"2026";"MARZO";"PTO SEGURO FLUVIAL";6480.18;"ACUATICO";"V";1;"CN - CHINA";"CN - CHINA";"NUEVO";"KILOGRAMO";10150;10150;10150;5313.63;1166.83;35.83;6516.29;42226732;0;0;"7208.39.10.000G";"FUNDICION DE HIERRO Y ACERO";"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.";"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO\nSIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm.,\nLAMINADOS EN CALIENTE, SIN CHAPAR NI REVESTIR. -Los dem¿s, enrollados, simplemente laminados en caliente:  -Los dem¿s, enrollados, simplemente laminados en caliente: --De espesor inferior a 3 mm       Con un limite de elasticidad superior o igual a 275 MPa";"PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO\nSIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm.,\nLAMINADOS EN CALIENTE, SIN CHAPAR NI REVESTIR. -Los dem¿s, enrollados, simplemente laminados en caliente:";"CON UN LIMITE DE ELASTICIDAD SUPERIOR O IGUAL A 275 MPA; EN: BOBINA DE ACERO LAMINADO EN CALIENTE DE 2,00 MM X 1.200 MM";"STEELFORCE";"SIN ACUERDO";0;0;211134;0;4243787;169751;4624672
"26DA000000122908";"IMPORTACION";"IC04";"IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE";"12/03/2026";"18/03/2026";"2026";"MARZO";"PTO SEGURO FLUVIAL";6480.18;"ACUATICO";"V";2;"CN - CHINA";"CN - CHINA";"NUEVO";"KILOGRAMO";68820;68820;68820;35073.96;7701.97;236.56;43012.49;278728677;0;0;"7208.38.90.000Y";"FUNDICION DE HIERRO Y ACERO";"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.";"Capitulos 72 METALES COMUNES Y MANUFACTURAS DE ESTOS METALES.  PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO\nSIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm.,\nLAMINADOS EN CALIENTE, SIN CHAPAR NI REVESTIR. -Los dem¿s, enrollados, simplemente laminados en caliente:  -Los dem¿s, enrollados, simplemente laminados en caliente: --De espesor superior o igual a 3 mm pero inferior a 4,75 mm       Los dem¿s";"PRODUCTOS LAMINADOS PLANOS DE HIERRO O DE ACERO\nSIN ALEAR, DE ANCHURA SUPERIOR O IGUAL A 600 mm.,\nLAMINADOS EN CALIENTE, SIN CHAPAR NI REVESTIR. -Los dem¿s, enrollados, simplemente laminados en caliente:";"LOS DEM¿S; EN: BOBINA DE ACERO LAMINADO EN CALIENTE DE 4,00 MM X 1.200 MM";"STEELFORCE";"SIN ACUERDO";0;0;1393643;0;28012232;1120489;30526364
